grupo,categoria,tipo_producto,titulo,pais_revista,revista,ISSN,categoria_revista,SJR_Q,cites,ano,vol,fasc,pags,DOI,autores,id
JURIDICAS Y SOCIALES,Artículos publicados,Publicado en revista especializada,EL ESTABLECIMIENTO DE COMERCIO VIRTUAL: UNA REALIDAD NORMADA Y POCO APLICADA.,Colombia,Publicado En La Revista Facultad De Derecho-Fundación Universitaria Luis Amigó ,2011-9690,Sin categorÃ­a,Sin categorÃ­a,NA,2011,1,N/A ,22 - 35,,ANA MARIA MESA ELNESER,1235
JURIDICAS Y SOCIALES,Artículos publicados,Publicado en revista especializada,MODELOS PEDAGÓGICOS: REFERENTES PARA CONSTITUIR UNA PROPUESTA PEDAGÓGICA PARA LA FORMACIÓN DE LOS PROFESIONALES DEL DERECHO EN COLOMBIA,Colombia,Publicado En La Revista Facultad De Derecho-Fundación Universitaria Luis Amigó ,2011-9690,Sin categorÃ­a,Sin categorÃ­a,NA,2011,1,N/A ,76 - 89,,"JORGE EDUARDO VASQUEZ SANTAMARIA, WILSON OSBALDO CANAVERAL CARDONA",1236
JURIDICAS Y SOCIALES,Artículos publicados,Publicado en revista especializada,Espacio y territorio: disociaciones jurídicas como factor de ingobernabilidad desde los poderes públicos en Colombia,Colombia,Opinión Jurídica ,1692-2530,A2,Sin categorÃ­a,4,2011,10,19 ,119 - 138,,JORGE EDUARDO VASQUEZ SANTAMARIA,1237
JURIDICAS Y SOCIALES,Artículos publicados,Publicado en revista especializada,Acercamiento a las modalidades de participación ciudadana y conflictos ambientales en el municipio de Sabaneta,Colombia,Ratio Juris ,1794-6638,C,Sin categorÃ­a,4,2011,6,N/A ,137 - 159,,"JORGE EDUARDO VASQUEZ SANTAMARIA, MARIA TERESA CASTRILLON  ALZATE, CAROLINA MONTES ROJAS",1238
JURIDICAS Y SOCIALES,Artículos publicados,Publicado en revista especializada,"Participacion, construccion de ciudadania e instituciones: Conceptualizaciones para adelantar una investigacion en el municipio de Sabaneta",Colombia,Revista Ces Derecho ,2145-7719,Sin categorÃ­a,Sin categorÃ­a,NA,2011,2,1 ,43 - 57,,"JORGE EDUARDO VASQUEZ SANTAMARIA, MARIA TERESA CASTRILLON  ALZATE, CAROLINA MONTES ROJAS",1239
JURIDICAS Y SOCIALES,Artículos publicados,Publicado en revista especializada,APLICABILIDAD DE DISPOSICIONES NORMATIVAS EN RELACIÓN AL ESPACIO Y AL TERRITORIO POR LAS CURADURÍAS URBANAS,Colombia,Estudios De Derecho ,0120-1867,B,Sin categorÃ­a,1,2011,151,N/A ,13 - 36,,JORGE EDUARDO VASQUEZ SANTAMARIA,1240
JURIDICAS Y SOCIALES,Artículos publicados,Publicado en revista especializada,Aplicabilidad de disposiciones del derecho urbano por parte de las curadurías urbanas a partir de la naturaleza privada del espacio y la vivienda.,Colombia,Nuevo Derecho ,2011-4540,Sin categorÃ­a,Sin categorÃ­a,2,2010,5,N/A ,9 - 22,,JORGE EDUARDO VASQUEZ SANTAMARIA,1241
JURIDICAS Y SOCIALES,Artículos publicados,Publicado en revista especializada,Problematización y referentes de la aplicabilidad del Derecho Urbano en relacion al territorio y al espacio en Colombia. 2000 - 2007,Colombia,Notas De Derecho ,2027-1611,Sin categorÃ­a,Sin categorÃ­a,NA,2009,2,N/A ,119 - 135,,JORGE EDUARDO VASQUEZ SANTAMARIA,1242
JURIDICAS Y SOCIALES,Artículos publicados,Publicado en revista especializada,Antecedentes problemáticos en la formación de los profesionales del derecho en Colombia,Colombia,Revista Innova ,2027-1875,Sin categorÃ­a,Sin categorÃ­a,0,2009,2,N/A ,27 - 32,,JORGE EDUARDO VASQUEZ SANTAMARIA,1243
JURIDICAS Y SOCIALES,Artículos publicados,Publicado en revista especializada,ESPACIO: APLICABILIDAD DESDE LA JURISPRUDENCIA DE LA CORTE CONSTITUCIONAL DE COLOMBIA 2000 - 2007,Colombia,Publicado En La Revista Facultad De Derecho-Fundación Universitaria Luis Amigó ,2011-9690,Sin categorÃ­a,Sin categorÃ­a,NA,2009,1,N/A ,20 - 35,,JORGE EDUARDO VASQUEZ SANTAMARIA,1244
JURIDICAS Y SOCIALES,Artículos publicados,Corto (Resumen),Ciclo de Formación en Investigación Básica ¿ ¿Semillero de Investigación en Derecho¿.,Colombia,Catalogo De Investigaciones ,2011-1282,Sin categorÃ­a,Sin categorÃ­a,NA,2009,5,N/A ,1 - 3,,JORGE EDUARDO VASQUEZ SANTAMARIA,1249
JURIDICAS Y SOCIALES,Artículos publicados,Corto (Resumen),I Encuentro del Nodo Antioquia de la Red de Grupos y Centro de Investigación Jurídica y Socio Jurídica de Colombia.,Colombia,Catalogo De Investigaciones ,2011-1282,Sin categorÃ­a,Sin categorÃ­a,NA,2009,5,N/A ,1 - 3,,JORGE EDUARDO VASQUEZ SANTAMARIA,1250
JURIDICAS Y SOCIALES,Artículos publicados,Corto (Resumen),I Foro Internacional de Derecho e Interés Público,Colombia,Catalogo De Investigaciones ,2011-1282,Sin categorÃ­a,Sin categorÃ­a,NA,2009,5,N/A ,1 - 3,,JORGE EDUARDO VASQUEZ SANTAMARIA,1251
JURIDICAS Y SOCIALES,Artículos publicados,Corto (Resumen),Formación y Funcionamiento de Semilleros de Investigación en la Facultad de Derecho y Ciencias Humanas de la Funlam.,Colombia,Catalogo De Investigaciones ,2011-1282,Sin categorÃ­a,Sin categorÃ­a,NA,2009,5,N/A ,1 - 3,,JORGE EDUARDO VASQUEZ SANTAMARIA,1252
JURIDICAS Y SOCIALES,Artículos publicados,Corto (Resumen),Estaciones de servicios en zonas residenciales de la ciudad de Medellín: Caso estación de servicio de la avenida Nutibara.,Colombia,Catalogo De Investigaciones ,2011-1282,Sin categorÃ­a,Sin categorÃ­a,NA,2009,5,N/A ,1 - 3,,JORGE EDUARDO VASQUEZ SANTAMARIA,1253
JURIDICAS Y SOCIALES,Artículos publicados,Publicado en revista especializada,El espacio público en sus alcance y dimensión urbana y rural desde el artículo 5 de la ley 9 de 1989.,Colombia,Nuevo Derecho ,2011-4540,Sin categorÃ­a,Sin categorÃ­a,0,2009,4,N/A ,73 - 88,,JORGE EDUARDO VASQUEZ SANTAMARIA,1256
JURIDICAS Y SOCIALES,Artículos publicados,Corto (Resumen),Reflexiones frente al Impacto de la Globalización en el mundo Jurídico.,Colombia,Catalogo De Investigaciones ,2011-1282,Sin categorÃ­a,Sin categorÃ­a,NA,2009,5,N/A ,1 - 3,,FRANCISCO JAVIER VASQUEZ VASQUEZ,1257
JURIDICAS Y SOCIALES,Artículos publicados,Publicado en revista especializada,VARIACIONES DOCTRINALES DEL CONCEPTO ESPACIO EN RELACIÓN AL CONCEPTO CIUDAD,Colombia,Revista Innova ,2027-1875,Sin categorÃ­a,Sin categorÃ­a,NA,2009,1,N/A ,40 - 45,,MARIA CLARA SANCHEZ VELEZ,1258
JURIDICAS Y SOCIALES,Artículos publicados,Publicado en revista especializada,DESCRIPCIÓN DEL TERRITORIO Y EL ESPACIO COMO CATEGORÍAS URBANAS DEL DERECHO COLOMBIANO A PARTIR DE LA LEY 9 DE 1989,Colombia,Revista Innova ,2027-1875,Sin categorÃ­a,Sin categorÃ­a,NA,2009,1,N/A ,28 - 37,,JORGE EDUARDO VASQUEZ SANTAMARIA,1259
JURIDICAS Y SOCIALES,Artículos publicados,Publicado en revista especializada,DERECHO AL ESPACIO PÚBLICO: UN DERECHO DE INTERÉS PÚBLICO. APROXIMACIONES Y RELACIÓN DESDE EL DERECHO COLOMBIANO,Colombia,Nuevo Derecho ,2011-4540,Sin categorÃ­a,Sin categorÃ­a,0,2009,4,N/A ,11 - 27,,"JORGE EDUARDO VASQUEZ SANTAMARIA, MARIA CLARA SANCHEZ VELEZ",1260
JURIDICAS Y SOCIALES,Artículos publicados,Publicado en revista especializada,Territorio y Espacio como categorías del Derecho Urbano colombiano: Estudio desde la Constitución Política de Colombia de 1991.,Colombia,Revista Juridica Universidad De Medellin ,0120-5692,Sin categorÃ­a,Sin categorÃ­a,NA,2009,44,N/A ,31 - 46,,JORGE EDUARDO VASQUEZ SANTAMARIA,1261
JURIDICAS Y SOCIALES,Artículos publicados,Publicado en revista especializada,Fundamentos para la creación de una Clínica Jurídica en la Funlam como apoyo a la enseñanza práctica del Derecho.,Colombia,Enseñanza de las Ciencias Naturales Desde el Enfoque de la Pedagogía Conceptual ,1909-1230,Sin categorÃ­a,Sin categorÃ­a,20,2008,2,N/A ,11 - 21,N/A,JORGE EDUARDO VASQUEZ SANTAMARIA,1263
JURIDICAS Y SOCIALES,Artículos publicados,Publicado en revista especializada,La enseñanza Clínica del Derecho: Transformando la forma de enseñar y ejercer el Derecho,Colombia,Studiositas ,1909-0366,Sin categorÃ­a,Sin categorÃ­a,23,2008,3,N/A ,34 - 40,N/A,"JORGE EDUARDO VASQUEZ SANTAMARIA, LUCAS CORREA MONTOYA",1264
GORAS,Artículos publicados,Publicado en revista especializada,"The Intervention of Social Work Against the Governance of Sustainability: Review, Analysis and Discussion From 1976 to 2022",Turquía,Journal of Positive Psychology and Wellbeing ,2587-0130,A2,Q1,0,2022,6,1 ,3433 - 3441,,"CARMEN YSABEL MARTINEZ DE MERINO, VICTOR HUGO MERINO CORDOBA",1079
GORAS,Artículos publicados,Publicado en revista especializada,Landfill leachate treatment using hydrodynamic cavitation: exploratory evaluation,Países Bajos,Heliyon ,2405-8440,A1,Q1,4,2022,8,N/A ,1 - 7,10.1016/j.heliyon.2022.e09019,"LUIS FERNANDO GUTIERREZ MOSQUERA, SEBASTIAN ARIAS GIRALDO, ALEJANDRO ZULUAGA MEZA",1080
GORAS,Artículos publicados,Publicado en revista especializada,NUEVAS MODALIDADES DE FINANCIACIÓN PARA COMBATIR LA POBREZA EN COLOMBIA,Brasil,Revista Conhecimento Online ,2176-8501,C,Q4,0,2022,1,1 ,4 - 21,10.25112/rco.v1.2894,JORGE IVAN JIMENEZ SANCHEZ,1081
GORAS,Artículos publicados,Revisión (Survey),"Uses, nutritional properties and sensory evaluation for amaranth, quinoa and grape and coffee by-products",Colombia,Revista Ingeniería Y Competitividad ,2027-8284,B,Sin categorÃ­a,0,2022,24,1 ,1 - 15,10.25100/iyc.24i1.11000,"SEBASTIAN ARIAS GIRALDO, MELISSA LOPEZ MEJIA",1082
GORAS,Artículos publicados,Publicado en revista especializada,Valores de estudiantes universitarios: Universidad Católica Luis Amigó ¿ Medellín - Colombia,Venezuela,Revista de Ciencias Sociales ,1315-9518,B,Q2,0,2021,37,N/A ,455 - 467,10.31876/rcs.v27i,"VICTOR HUGO MERINO CORDOBA, ISABEL HERNANDEZ ARTEAGA, ELIAS ALEXANDER VALLEJO MONTOYA",1083
GORAS,Artículos publicados,Publicado en revista especializada,Política pública para el desarrollo local inclusivo desde la prospectiva estratégica en Colombia,Venezuela,Revista Venezolana de Gerencia ,1315-9984,B,Q3,3,2021,26,N/A ,492 - 513,10.52080/rvgluz.27.95.4,YAMARU DEL VALLE CHIRINOS ARAQUE,1084
GORAS,Artículos publicados,Revisión (Survey),Perspectivas tecnológicas y nutricionales de la quinua (Chenopodium quinoa): un pseudocereal andino funcional,España,Revista Espanola de Nutricion Comunitaria ,1135-3074,C,Q4,0,2021,27,3 ,235 - 241,,"ALEJANDRO FRANCO AGUILAR, SEBASTIAN ARIAS GIRALDO, SUGEY ELENA ANAYA GARCIA, DANIEL MUNOZ QUINTERO",1085
GORAS,Artículos publicados,Publicado en revista especializada,Cubrimiento del posacuerdo colombiano en medios regionales en el contexto multimedial,Venezuela,Revista de Ciencias Sociales ,1315-9518,B,Q2,0,2021,27,N/A ,214 - 227,,YAMARU DEL VALLE CHIRINOS ARAQUE,1086
GORAS,Artículos publicados,Publicado en revista especializada,RAIS en la era del mercadeo digital y la innovación social,Venezuela,Espacios ,0798-1015,B,Q3,0,2020,41,49 ,1 - 9,10.48082/espacios-,"MARIA ISABEL SIERRA HERNANDEZ, JORMARIS MARTINEZ GOMEZ",1087
GORAS,Artículos publicados,Publicado en revista especializada,Jerarquía de valores de los estudiantes de Instituciones de Educación Superior,Venezuela,Revista Venezolana de Gerencia ,1315-9984,B,Q3,NA,2020,25,4 ,195 - 205,10.37960/rvg.v25i4,"VICTOR HUGO MERINO CORDOBA, CARMEN YSABEL MARTINEZ DE MERINO, LUZ MERY ORTIZ SANCHEZ",1088
GORAS,Artículos publicados,Publicado en revista especializada,Valor compartido y planeación estratégica: factores de transformación empresarial en el sector minero,Venezuela,Espacios ,0798-1015,B,Q3,0,2020,41,N/A ,1 - 9,,"LUIS FERNANDO QUINTERO ARANGO, MAURICIO ALEJANDRO BEDOYA JIMENEZ, JORMARIS MARTINEZ GOMEZ",1089
GORAS,Artículos publicados,Publicado en revista especializada,Competencias específicas para la titulación de administración financiera,Venezuela,Utopia y Praxis Latinoamericana ,1316-5216,A2,Sin categorÃ­a,0,2020,25,11 ,14 - 32,,VICTOR HUGO MERINO CORDOBA,1090
GORAS,Artículos publicados,Publicado en revista especializada,"La responsabilidad social empresarial en las empresas del sector minero de metales preciosos Medellín, Colombia",Venezuela,Espacios ,0798-1015,B,Q3,0,2020,41,41 ,96 - 107,,"MAURICIO ALEJANDRO BEDOYA JIMENEZ, LUIS FERNANDO QUINTERO ARANGO",1091
GORAS,Artículos publicados,Publicado en revista especializada,Tendencias en el mundo de la gastronomía y la alimentación: una revisión desde la perspectiva colombiana,Venezuela,Agroalimentaria ,1316-0354,Sin categorÃ­a,Q4,1,2020,26,50 ,51 - 65,,"SANTIAGO NARANJO RAMIREZ, SEBASTIAN ARIAS GIRALDO",1092
GORAS,Artículos publicados,Publicado en revista especializada,Comprehensive Evaluation of Constructivist Methodologies from the Balanced Scorecard,Colombia,Cuadernos De Administración ,0120-4645,B,Sin categorÃ­a,2,2020,36,67 ,16 - 30,,"MARIA CAMILA JIMENEZ TABARES, NESTOR EDUARDO FLOREZ OVIEDO",1093
GORAS,Artículos publicados,Publicado en revista especializada,Aplicaciones móviles para gestión de procesos académicos en educación superior (AMAES),Venezuela,Espacios ,0798-1015,B,Q3,1,2020,41,28 ,20 - 35,,"VICTOR HUGO MERINO CORDOBA, CARMEN YSABEL MARTINEZ DE MERINO, LUZ MERY ORTIZ SANCHEZ",1094
GORAS,Artículos publicados,Publicado en revista especializada,Desarrollo social y laboral de los posgraduados,Colombia,Actualidades Pedagógicas ,0120-1700,C,Sin categorÃ­a,0,2020,75,"NA ",223 - 240,10.19052/ap.vol1.iss75.11,"JUAN SANTIAGO CALLE PIEDRAHITA, YUSTY CAROLINA RESTREPO SEGURA, LEISY MAGDALI ARROYAVE TABORDA, DAVID IGNACIO MOLINA VELASQUEZ",1096
GORAS,Artículos publicados,Publicado en revista especializada,Sistema axiológico de los alumnos del Programa Contaduría Pública de la Universidad Católica Luis Amigó - Medellín - Colombia,Venezuela,Espacios ,0798-1015,B,Q3,3,2020,41,16 ,12 - 27,,"VICTOR HUGO MERINO CORDOBA, CARMEN YSABEL MARTINEZ DE MERINO, LUZ MERY ORTIZ SANCHEZ",1097
GORAS,Artículos publicados,Publicado en revista especializada,Evaluación de condiciones de fabricación y calidad sensorial de cerveza artesanal tipo lager,Colombia,Journal De Ciencia E Ingeniería ,2145-2628,C,Sin categorÃ­a,1,2020,12,N/A ,1 - 12,10.46571/JCI.2020.1.1,"DANIEL MUNOZ QUINTERO, SEBASTIAN ARIAS GIRALDO",1098
GORAS,Artículos publicados,Publicado en revista especializada,"""Modelo de evaluación de desempeño y plan de formación para una empresa distribuidora y comercializadora de calzado""",Venezuela,Espacios ,0798-1015,B,Q3,4,2020,41,07 ,26 - 39,,"JAIME ALBERTO BELTRAN RIOS, JOSE ANTONIO LOPEZ GIRALDO",1099
GORAS,Artículos publicados,Publicado en revista especializada,Influencia de la educación nutricional sobre la adopción de preferencias alimentarias en estudiantes de Gastronomía,Colombia,"Cultura, Educación, Sociedad Ces ",2389-7724,C,Sin categorÃ­a,NA,2020,11,1 ,235 - 240,10.17981/11.1.2020.17,SUGEY ELENA ANAYA GARCIA,1100
GORAS,Artículos publicados,Publicado en revista especializada,Reacciones químicas de los azúcares simples empleados en la industria alimentaria,Colombia,Lámpsakos ,2145-4086,C,Sin categorÃ­a,3,2019,22,N/A ,123 - 136,10.21501/21454086.3252,"DIANA MARCELA LOPEZ VELASCO, SEBASTIAN ARIAS GIRALDO",1102
GORAS,Artículos publicados,Publicado en revista especializada,"innovación en la Orientación al Mercado en Distribuidoras de Materia Prima de Químicos para la industria de: alimentos, caucho, pegantes, fragancias, detergentes, farmacéuticas y cosméticas",Chile,Informacion Tecnologica ,0716-8756,B,Q2,NA,2019,30, ,1 - 20,10.4067/S0718-07642019000600137,JUAN SANTIAGO CALLE PIEDRAHITA,1103
GORAS,Artículos publicados,Publicado en revista especializada,La violencia intrafamiliar en el desempeño laboral de las mujeres en el sector textil -confección,Colombia,Diversitas : Perspectivas En Psicología ,1794-9998,B,Sin categorÃ­a,18,2019,15,2 ,217 - 284,10.15332/22563067,"LUIS FERNANDO QUINTERO ARANGO, DIANA MARCELA IBAGON PARRA, CARLOS EDUARDO ALVAREZ AGUDELO",1104
GORAS,Artículos publicados,Publicado en revista especializada,Development of an Emotional Salary Model: a Case of Application,India,Indian Journal of Science and Technology ,0974-5645,Sin categorÃ­a,Q4,0,2019,12,42 ,2 - 18,10.17485/ijst/2019/v12i42/146964,"LUIS FERNANDO QUINTERO ARANGO, JUAN DIEGO BETANCUR ARIAS, VICTOR DANIEL GIL VERA",1105
GORAS,Artículos publicados,Publicado en revista especializada,"""Gestión Del Conocimiento: Una Estrategia Innovadora Para El Desarrollo De Las Universidades"" . En: Colombia",Colombia,Clio América ,1909-941X,C,Sin categorÃ­a,0,2019,13,26 ,1 - 9,10.21676/23897848.3513,"JAIME ALBERTO BELTRAN RIOS, JOSE ANTONIO LOPEZ GIRALDO",1106
GORAS,Artículos publicados,Publicado en revista especializada,El manejo de los recursos económicos y la inteligencia financiera en los estudiantes de educación superior,Venezuela,Espacios ,0798-1015,B,Q3,0,2019,40,N/A ,1 - 12,,"LUIS FERNANDO QUINTERO ARANGO, LAURA ESTEFANY BUSTAMANTE PENAGOS, JORGE IVAN JIMENEZ SUAREZ, CAMILO ANDRES ECHEVERRI GUTIERREZ, DANY ESTEBAN GALLEGO QUICENO",1107
GORAS,Artículos publicados,Publicado en revista especializada,Evaluación de los parámetros del proceso de congelación para la pulpa de açaí,Colombia,Tecno Lógicas ,0123-7799,B,Sin categorÃ­a,NA,2019,22,N/A ,25 - 38,10.22430/22565337.1117,"SEBASTIAN ARIAS GIRALDO, ADELA MARIA CEBALLOS PENALOZA, LUIS FERNANDO GUTIERREZ MOSQUERA",1108
GORAS,Artículos publicados,Publicado en revista especializada,Estudio de preferencias declaradas sobre metodologías de enseñanzas constructivistas,,Revista Educación En Ingeniería ,1900-8260,C,Sin categorÃ­a,4,2019,14,N/A ,83 - 88,10.26507/rei.v14n27.952,NESTOR EDUARDO FLOREZ OVIEDO,1109
GORAS,Artículos publicados,Publicado en revista especializada,Asociatividad empresarial y liderazgo ambidiestro como generadores de innovación,Venezuela,Revista de Ciencias Sociales ,1315-9518,C,Q3,43,2019,25,N/A ,51 - 72,10.13140/RG.2.2.33071.79529,"JOSE ANTONIO LOPEZ GIRALDO, JAIME ALBERTO BELTRAN RIOS, OLGA INES VELEZ BERNAL, FRANCISCO JAVIER ARIAS VARGAS",1110
GORAS,Artículos publicados,Publicado en revista especializada,La satisfacción laboral y los valores del gerente de aula en las etapas I y II de Educación Básica,Venezuela,Espacios ,0798-1015,B,Q3,8,2019,40,N/A ,26 - 37,,"VICTOR HUGO MERINO CORDOBA, CARMEN YSABEL MARTINEZ DE MERINO, YAMARU DEL VALLE CHIRINOS ARAQUE, CLAUDIA MILENA PEREZ PERALTA, ANDREA HENAO GRANADA",1111
GORAS,Artículos publicados,Publicado en revista especializada,Incidencia de la aplicación de las Normas Internacionales de Información Financiera-NIIF para PYMES en la valoración de la prestación del servicio de parto. Un estudio de caso,Venezuela,Espacios ,0798-1015,B,Q3,1,2019,40,N/A ,28 - 48,,"CLAUDIA MILENA PEREZ PERALTA, YAMARU DEL VALLE CHIRINOS ARAQUE",1112
GORAS,Artículos publicados,Publicado en revista especializada,Conceptualización del rol de la orientación al mercado en comercializadoras de químicos en la ciudad de Medellín,Chile,Ingeniare ,0718-3305,A2,Q3,NA,2019,27,1 ,8 - 21,10.4067/S0718,JUAN SANTIAGO CALLE PIEDRAHITA,1113
GORAS,Artículos publicados,Publicado en revista especializada,Cooperativismo como compromiso para la construcción de la paz en Colombia,Venezuela,Revista de Ciencias Sociales ,1315-9518,C,Q3,6,2019,25,1 ,156 - 169,10.31876/rcs.v25i1.29606,"GLORIA MARIA ISAZA ZAPATA, JUAN SANTIAGO CALLE PIEDRAHITA",1114
GORAS,Artículos publicados,Publicado en revista especializada,La importancia de los recursos financieros personales y su relación con la inteligencia financiera: revisión documental,Colombia,Revista Virtual Universidad Católica Del Norte ,0124-5821,B,Sin categorÃ­a,9,2018,55,1 ,172 - 191,,JORGE IVAN JIMENEZ SANCHEZ,1115
GORAS,Artículos publicados,Publicado en revista especializada,Modelo de salario emocional para la fidelización de los colaboradores en la búsqueda de una organización competitiva,Venezuela,Espacios ,0798-1015,B,Q3,17,2018,39,41 ,35 - 43,n/a,"LUIS FERNANDO QUINTERO ARANGO, JUAN DIEGO BETANCUR ARIAS",1116
GORAS,Artículos publicados,Publicado en revista especializada,Estrategias de las multilatinas colombianas y su proceso de internacionalización,Colombia,Espacios ,0798-1015,B,Q3,0,2018,39,42 ,1 - 7,N/A,LUIS FERNANDO QUINTERO ARANGO,1117
GORAS,Artículos publicados,Publicado en revista especializada,Barreras legales para la introducción del Crowdfunding en Colombia: análisis comparativo con España,Colombia,Espacios ,0798-1015,B,Q3,0,2018,39,37 ,8 - 20,http://www.revistaespacios.com/a18v39n37/18393708.html,"JORGE IVAN JIMENEZ SANCHEZ, FARLEY SARY ROJAS RESTREPO, DIEGO ALEJANDRO RAMIREZ TAPIAS",1118
GORAS,Artículos publicados,Publicado en revista especializada,Responsabilidad Social Universitaria como estrategia de impacto para el fomento de la cultura ambiental en comunidades vulnerables,Venezuela,Espacios ,0798-1015,B,Q3,3,2018,39,N/A ,3 - 12,10.48082/espacios-,"YAMARU DEL VALLE CHIRINOS ARAQUE, CLAUDIA MILENA PEREZ PERALTA, VICTOR HUGO MERINO CORDOBA, CARMEN YSABEL MARTINEZ DE MERINO",1119
GORAS,Artículos publicados,Publicado en revista especializada,Energy and productivity yield assessment of a traditional furnace for noncentrifugal brown sugar (panela) production,Egipto,International Journal of Chemical Engineering ,1687-8078,A2,Q2,3,2018,2018,N/A ,1 - 10,10.1155/2018/6841975,"LUIS FERNANDO GUTIERREZ MOSQUERA, SEBASTIAN ARIAS GIRALDO, ADELA MARIA CEBALLOS PENALOZA",1120
GORAS,Artículos publicados,Publicado en revista especializada,Relación entre liderazgo e innovación en las Pymes de la comuna once de Medellín,Colombia,Clio América ,1909-941X,C,Sin categorÃ­a,14,2018,12,N/A ,52 - 61,10.21676/23897848.2616,"JAIME ALBERTO BELTRAN RIOS, JOSE ANTONIO LOPEZ GIRALDO, OLGA INES VELEZ BERNAL",1121
GORAS,Artículos publicados,Publicado en revista especializada,El clima organizacional en el emprendimiento sostenible,Venezuela,Revista Escuela De Administración De Negocios ,0120-8160,B,Sin categorÃ­a,157,2018,84,N/A ,31 - 51,,YAMARU DEL VALLE CHIRINOS ARAQUE,1122
GORAS,Artículos publicados,Revisión (Survey),FACTORES ASOCIADOS A LAS PREFERENCIAS ALIMENTARIAS DE LOS NIÑOS,Colombia,Eleuthera ,2011-4532,C,Sin categorÃ­a,28,2018,18,N/A ,58 - 73,10.17151,SUGEY ELENA ANAYA GARCIA,1123
GORAS,Artículos publicados,Publicado en revista especializada,MEDIOS DIGITALES EMERGENTES EN LA IMPLEMENTACIÓN DE DIDÁCTICAS ESPECÍFICAS EN EL PROGRAMA DE ADMINISTRACIÓN DE EMPRESAS,España,Prisma Social ,1989-3469,C,Q3,10,2018,21,N/A ,438 - 457,,"UBEIMAR AURELIO OSORIO ATEHORTUA, SANDRA MILENA MALAVERA PINEDA",1124
GORAS,Artículos publicados,Publicado en revista especializada,Efecto de la Estrategia Instruccional Resolución de Problemas desde una Perspectiva Heurística en el Rendimiento Académico de Cálculo II,Venezuela,Espacios ,0798-1015,B,Q3,NA,2018,39,N/A ,11 - 25,,"VICTOR HUGO MERINO CORDOBA, YAMARU DEL VALLE CHIRINOS ARAQUE, CARMEN YSABEL MARTINEZ DE MERINO, CLAUDIA MILENA PEREZ PERALTA",1125
GORAS,Artículos publicados,Publicado en revista especializada,Análisis del aprendizaje:una revisión sistemática de literatura,Colombia,Revista Activa Tecnológico De Antioquia ,2027-8101,Sin categorÃ­a,Sin categorÃ­a,2,2018,10,1 ,15 - 26,,VICTOR DANIEL GIL VERA,1126
GORAS,Artículos publicados,Publicado en revista especializada,Neuromarketing en la publicidad y su impacto en el consumidor del sector retail de la cíudad de Medellín (Colombia),Venezuela,Espacios ,0798-1015,B,Q3,0,2018,39,N/A ,116 - 124,N/A,"LUIS FERNANDO QUINTERO ARANGO, JORMARIS MARTINEZ GOMEZ",1127
GORAS,Artículos publicados,Publicado en revista especializada,Emprendimiento sostenible para el desarrollo económico de las PYMES.,Venezuela,Espacios ,0798-1015,B,Q3,43,2018,39,N/A ,03 - 11,10.48082/espacios-,"YAMARU DEL VALLE CHIRINOS ARAQUE, CARMEN YSABEL MARTINEZ DE MERINO, CLAUDIA MILENA PEREZ PERALTA, VICTOR HUGO MERINO CORDOBA",1128
GORAS,Artículos publicados,Publicado en revista especializada,La violencia intrafamiliar y los impactos en el ámbito laboral: análisis comparativo.,Colombia,Revista Latinoamericana De Estudios De Familia ,2215-8758,B,Sin categorÃ­a,NA,2017,9,N/A ,65 - 79,10.17151/rlef.2017.9.5.,"LUIS FERNANDO QUINTERO ARANGO, DIANA MARCELA IBAGON PARRA, CARLOS EDUARDO ALVAREZ AGUDELO",1129
GORAS,Artículos publicados,Publicado en revista especializada,Responsabilidad social empresarial en las empresas del sector minorista,Colombia,Clio América ,1909-941X,C,Sin categorÃ­a,12,2017,11,N/A ,146 - 159,10.21676/23897848.2436,LUIS FERNANDO QUINTERO ARANGO,1130
GORAS,Artículos publicados,Publicado en revista especializada,"Factores de la violencia intrafamiliar en el género femenino: análisis comparativo aplicado en tres empresas del sector textil confección de las ciudades de Medellín, Bogotá y Manizales",Venezuela,Espacios ,0798-1015,B,Q3,1,2017,38,54 ,1 - 20,N/A,"LUIS FERNANDO QUINTERO ARANGO, CARLOS EDUARDO ALVAREZ AGUDELO, DIANA MARCELA IBAGON PARRA",1131
GORAS,Artículos publicados,Publicado en revista especializada,Situación del Crowdfunding como mecanismo para la financiación de PyMEs en Colombia,Venezuela,Espacios ,0798-1015,B,Q3,15,2017,38,43 ,24 - 36,,JORGE IVAN JIMENEZ SANCHEZ,1132
GORAS,Artículos publicados,Publicado en revista especializada,Aplicación del Costo de Capital en las pymes en Colombia: una revisión,Colombia,SCIENCE OF HUMAN ACTION ,2500-669X,Sin categorÃ­a,Sin categorÃ­a,16,2017,2,2 ,1 - 36,10.21501/issn.2500-669X,JORGE IVAN JIMENEZ SANCHEZ,1133
GORAS,Artículos publicados,Publicado en revista especializada,Formar para la investigación: base de la profesionalidad del licenciado en educación en Colombia,Colombia,Encuentros ,1692-5858,B,Sin categorÃ­a,1,2017,15,N/A ,157 - 174,10.15665/re.v15i2.610,JUAN SANTIAGO CALLE PIEDRAHITA,1134
